"stock1","stock2","dead1","dead2"
133,64,50,50
186,0,50,5
0,0,4,6
0,0,8,8
0,0,36,31
0,0,32,26
223,0,50,46
71,0,50,17
0,0,32,6
178,67,50,50
344,83,50,50
0,0,5,6
98,0,50,19
118,64,50,50
0,0,47,42
162,64,50,50
103,0,50,14
66,0,50,42
0,0,25,28
0,0,7,3
119,0,50,26
0,0,43,4
0,0,29,21
0,0,22,22
0,0,11,7
164,0,50,34
131,67,50,50
0,0,3,4
142,64,50,50
0,0,16,17
113,65,50,50
0,0,31,34
0,0,8,10
0,0,32,35
0,0,17,17
0,0,27,29
0,0,11,4
0,0,2,2
0,0,10,14
0,0,4,6
0,0,7,8
0,0,3,2
0,0,6,10
155,64,50,50
0,0,5,3
0,0,8,8
0,0,13,11
131,64,50,50
0,0,6,2
0,0,10,12
0,0,49,49
141,79,50,50
244,65,50,50
0,0,13,9
0,0,11,12
185,64,50,50
0,0,14,14
0,0,7,9
0,0,19,19
0,0,3,7
0,0,20,5
0,0,4,4
0,0,8,6
0,0,11,10
197,0,50,50
0,0,2,2
81,0,50,5
139,70,50,50
0,0,18,18
0,0,3,3
174,75,50,50
99,0,50,40
0,0,28,2
0,0,50,7
0,0,32,33
271,0,50,34
0,0,28,30
0,0,7,5
0,0,45,16
0,0,47,48
0,0,9,11
75,0,50,6
0,0,9,11
108,0,50,35
0,0,12,6
151,67,50,50
0,0,8,5
177,0,50,13
0,0,17,10
0,0,20,20
136,0,50,4
0,0,16,10
0,0,3,5
0,0,13,7
0,0,20,2
351,0,50,31
100,0,50,6
0,0,5,7
0,0,25,30
93,64,50,50
0,0,8,5
0,0,42,41
71,0,50,34
0,0,21,23
112,0,50,42
0,0,33,34
0,0,39,41
0,0,2,2
186,0,50,22
0,0,7,9
0,0,10,11
0,0,11,7
94,0,50,13
131,0,50,29
0,0,25,25
229,0,50,32
0,0,10,11
126,0,50,5
200,67,50,50
0,0,38,26
0,0,7,5
0,0,24,24
0,0,6,7
202,0,50,26
0,0,44,25
0,0,10,8
185,0,50,12
0,0,12,13
0,0,27,24
0,0,31,11
257,0,50,26
0,0,4,4
0,0,11,11
0,0,4,9
0,0,29,15
0,0,45,6
0,0,34,25
0,0,42,43
181,0,50,6
240,0,50,8
0,0,18,3
0,0,5,4
0,0,15,14
0,0,9,10
150,0,50,7
0,0,11,12
91,0,50,31
247,64,50,50
0,0,8,4
0,0,29,31
0,0,8,8
0,0,22,25
0,0,14,10
0,0,36,25
0,0,18,15
0,0,14,7
0,0,9,2
0,0,19,13
121,67,50,50
0,0,19,20
338,64,50,50
0,0,16,16
0,0,18,8
0,0,7,9
0,0,36,37
0,0,5,5
0,0,16,2
0,0,43,31
0,0,27,18
0,0,11,2
0,0,16,5
241,66,50,50
0,0,19,5
0,0,17,21
0,0,24,12
0,0,17,6
135,67,50,50
58,0,50,31
142,0,50,39
0,0,6,8
0,0,30,25
257,70,50,50
0,0,5,3
0,0,37,11
0,0,23,27
159,64,50,50
0,0,36,37
0,0,11,13
0,0,31,29
217,0,50,16
171,71,50,50
0,0,5,4
186,0,50,48
0,0,17,20
312,64,50,50
8,65,46,50
0,0,20,16
0,0,42,43
133,0,50,4
0,0,30,34
94,0,50,37
212,67,50,50
0,0,23,23
128,0,50,24
198,75,50,50
180,89,50,50
0,0,6,6
165,0,50,11
73,0,50,21
306,75,50,50
362,0,50,35
0,0,20,22
0,0,15,17
0,0,15,17
0,0,19,21
0,0,17,17
153,0,50,26
